Country,State,LGA,District/Ward,Postal Code,Locality,Suburb,Latitude,Longitude
Nigeria,Niger,Katcha,Badeggi,912104,Isa Kpant,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Jimade,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Ka agi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Ka agi Maba,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Ka agi Toga,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kafa,,9.183330,6.250000
Nigeria,Niger,Katcha,Badeggi,912104,Kagowogi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kakapkagi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kakun,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kanbari,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kanma,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kataeregi,,9.350000,6.300000
Nigeria,Niger,Katcha,Badeggi,912104,Kataeregi-Rapakpa,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Katako,,9.150000,6.216670
Nigeria,Niger,Katcha,Badeggi,912104,Kataregi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kausangi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kladi Pangu,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kloerogi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kodoko,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kotugi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kpanti,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kparaka,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kpata Savi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kpotu,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kpotuko,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kpotuku,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kuncita,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kusogi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kutakpa,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Kutukpa,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Ladan,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Lade,,9.466670,6.216670
Nigeria,Niger,Katcha,Badeggi,912104,Lafiyagi Lafe,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Lafiyagi-Zadi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Lafoyagi-Zadi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Langga,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Lanko,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Lankokpagi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Legbodzan,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Lenfa Bororo,,9.200000,6.233330
Nigeria,Niger,Katcha,Badeggi,912104,Mageda,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Magenu,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Majidadi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Mamafu,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Mamma isa,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Mantuntu,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Maraya,,9.416670,6.266670
Nigeria,Niger,Katcha,Badeggi,912104,Masantali,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Matulu,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,May Aki-Kolo,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Mayaki,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Menefu,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Mukagi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Nagya Amadu,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Natsu,,9.283330,6.183330
Nigeria,Niger,Katcha,Badeggi,912104,Nda Gowogi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Ndabarshi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Ndadoko,,9.316670,6.183330
Nigeria,Niger,Katcha,Badeggi,912104,Ninwoye,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Olusegi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Pato Ndaloke,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Rabakpa,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Rafin Bauna,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Rapin,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Sabongida,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Sagikoro,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Sakciwa Natsu,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Sakowa,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Samasi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Sawaidi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Shidi Agga,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Shiri,,9.366670,6.450000
Nigeria,Niger,Katcha,Badeggi,912104,Sonbagi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Taka,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Takutu,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Tiawogi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Tsadogonns,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Tsadu Gakpa,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Tsaduko,,9.116670,6.266670
Nigeria,Niger,Katcha,Badeggi,912104,Tsdogonna,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Tsdudwale,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Tsowa-Maka,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Tuturugi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Wadata,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Wadata Pangu,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Wadata Tasha,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Wasagi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Zadi,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Zancita,,9.050000,6.150000
Nigeria,Niger,Katcha,Badeggi,912104,Zhumanle,,9.050000,6.150000
Nigeria,Kebbi,Arewa Dandi,yeldu,861107,Bachaka,,13.162380,4.139310
Nigeria,Kebbi,Arewa Dandi,yeldu,861107,Danstohuwa,,13.072007,4.250437
Nigeria,Kebbi,Arewa Dandi,yeldu,861107,Dantsoho,,13.072007,4.250437
Nigeria,Kebbi,Arewa Dandi,yeldu,861107,Daura,,13.161520,4.351210
Nigeria,Kebbi,Arewa Dandi,yeldu,861107,Jantullu,,13.072007,4.250437
Nigeria,Kebbi,Arewa Dandi,yeldu,861107,Jarkuka,,13.072007,4.250437
Nigeria,Kebbi,Arewa Dandi,yeldu,861107,Laima,,13.072007,4.250437
Nigeria,Kebbi,Arewa Dandi,yeldu,861107,Sakwaba,,13.072007,4.250437
Nigeria,Kebbi,Arewa Dandi,yeldu,861107,Sarka,,12.892120,4.260790
Nigeria,Kebbi,Arewa Dandi,yeldu,861107,Yeldu,,13.072007,4.250437
Nigeria,Sokoto,Goronyo,Goronyo,842105,Awakkala,,13.442320,5.676320
Nigeria,Sokoto,Goronyo,Goronyo,842105,Birjingo,,13.472530,5.801340
Nigeria,Sokoto,Goronyo,Goronyo,842105,Boyakai,,13.442320,5.676320
Nigeria,Sokoto,Goronyo,Goronyo,842105,Danasakko,,13.442320,5.676320
Nigeria,Sokoto,Goronyo,Goronyo,842105,Giyawa,,13.442320,5.676320
Nigeria,Sokoto,Goronyo,Goronyo,842105,Goronyo,,13.442320,5.676320
Nigeria,Sokoto,Goronyo,Goronyo,842105,Kagara,,13.398100,5.638960
Nigeria,Sokoto,Goronyo,Goronyo,842105,Kojiyo,,13.442320,5.676320
Nigeria,Sokoto,Goronyo,Goronyo,842105,Kwakwazo,,13.476340,5.652400
Nigeria,Sokoto,Goronyo,Goronyo,842105,Rimawa,,13.491660,5.899290
Nigeria,Sokoto,Goronyo,Goronyo,842105,S/G-dole,,13.442320,5.676320
Nigeria,Sokoto,Goronyo,Goronyo,842105,Shinaka,,13.442320,5.676320
Nigeria,Sokoto,Goronyo,Goronyo,842105,Takakume,,13.442320,5.676320
Nigeria,Sokoto,Goronyo,Goronyo,842105,Tsolawo,,13.442320,5.676320
Nigeria,Sokoto,Goronyo,Goronyo,842105,Yarimawa,,13.442320,5.676320
Nigeria,Sokoto,Goronyo,Goronyo,842105,Z. Sabara,,13.442320,5.676320
Nigeria,Kaduna,Ikara,Paki,812102,Allab-Gaba,,10.620672,7.812588
Nigeria,Kaduna,Ikara,Paki,812102,Baulawa,,10.620672,7.812588
Nigeria,Kaduna,Ikara,Paki,812102,Buchan,,10.620672,7.812588
Nigeria,Kaduna,Ikara,Paki,812102,Bunji,,10.620672,7.812588
Nigeria,Kaduna,Ikara,Paki,812102,Kakau,,10.379340,7.391460
Nigeria,Kaduna,Ikara,Paki,812102,Kuya,,10.620672,7.812588
Nigeria,Kaduna,Ikara,Paki,812102,Kwari,,11.363160,8.128660
Nigeria,Kaduna,Ikara,Paki,812102,Paki,,9.466670,8.133330
Nigeria,Kaduna,Ikara,Paki,812102,Rinji,,10.620672,7.812588
Nigeria,Kaduna,Ikara,Paki,812102,Romi,,10.434790,7.418210
Nigeria,Kaduna,Ikara,Paki,812102,Vauran,,10.620672,7.812588
Nigeria,Kaduna,Ikara,Paki,812102,Yalwa Deji,,10.620672,7.812588
Nigeria,Kaduna,Ikara,Paki,812102,Yauran,,11.459400,7.991280
Nigeria,Anambra,Ayamelum,Umuerum,433108,Ayigo,,6.459380,7.013500
Nigeria,Anambra,Ayamelum,Umuerum,433108,Ukpobaka,,6.459380,7.013500
Nigeria,Anambra,Ayamelum,Umuerum,433108,Umuali,,6.459380,7.013500
Nigeria,Anambra,Ayamelum,Umuerum,433108,Umuelem,,6.459380,7.013500
Nigeria,Anambra,Ayamelum,Umuerum,433108,Umuerike,,6.459380,7.013500
Nigeria,Anambra,Ayamelum,Umuerum,433108,Umuodu,,6.459380,7.013500
Nigeria,Cross River,Akamkpa,Ojuk,542103,Abiati,,5.338257,8.608500
Nigeria,Cross River,Akamkpa,Ojuk,542103,Aningeje,,5.136700,8.515500
Nigeria,Cross River,Akamkpa,Ojuk,542103,Ekonganaku,,5.338257,8.608500
Nigeria,Cross River,Akamkpa,Ojuk,542103,Mbobui,,5.338257,8.608500
Nigeria,Cross River,Akamkpa,Ojuk,542103,Mfamosing,,5.111400,8.510000
Nigeria,Cross River,Akamkpa,Ojuk,542103,Ndingane,,5.338257,8.608500
Nigeria,Cross River,Akamkpa,Ojuk,542103,Oberekai,,5.338257,8.608500
Nigeria,Cross River,Akamkpa,Ojuk,542103,Okoroba,,5.766670,8.800000
Nigeria,Yobe,Bade,Kurmi,671104,Abong,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Akoferi,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Akonko,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Akwento,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Asha,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Ashuku,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Bafum,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Baissa,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Bangara,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Batuamada,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Bente,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Bissaula,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Boko,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Daubelli,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Dogo,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Gatari,,11.652000,11.002500
Nigeria,Yobe,Bade,Kurmi,671104,Gidan Ago,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Gidan Ali,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Gidan Mallam,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Gidan Yamusa,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Gwanda,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Karanuwa,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Kpwola,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Kufai-Bawuro,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Kurmi,,11.573000,11.261200
Nigeria,Yobe,Bade,Kurmi,671104,Mubi Tosso,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Nama-Baba,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Namagangere,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Ndaforo Dutse,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Ndatoro,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Ngbashi,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Niuwande,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Nyido,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Sabon Gida Tukura,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Sabongida-Akwawen,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Samari,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Sango,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Sarkin-Boka,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Shenjuah,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Sunkuru,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Tigon,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Tosso,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Tsakwa,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Yaboro,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Zabe,,11.612500,11.131850
Nigeria,Yobe,Bade,Kurmi,671104,Zongomata,,11.612500,11.131850
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Aja-Na-Agwu,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Akabor,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Duru Ibekuta,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Ebee-Umukabi,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Egbelu,,5.362020,7.122120
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Egberekatua,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Ezido,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Ezuhu,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Ihuala,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Ihumadi-Umuagwu-,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Kwukwa,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Ngaragu,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Obo,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Oborji/Obriji Ukwu,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Okinkwa,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Okwula,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Okwuta-Umuabazu,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Omuabazu,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umouguge,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umoukere,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umuba,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umubazu-Eziama,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umumechi-Umukabi,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umunaga,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umunoke,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umunokwu-Amato,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umuobazu,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umuofuga,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umuogwugwo-,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umuojii,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umuokoro,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umuokwu,,5.642790,6.855550
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umuoshi,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umuosi,,5.502405,6.988835
Nigeria,Imo,Aboh Mbaise,Okwuato,462102,Umuwaril-Umabazu,,5.502405,6.988835
Nigeria,Abia,Ohafia,Amavo,453118,Osiloji,,5.410872,7.598562
Nigeria,Abia,Ohafia,Amavo,453118,Osiloji,,5.410872,7.598562
Nigeria,Abia,Ohafia,Amavo,453118,Umudaba,,5.410872,7.598562
Nigeria,Abia,Ohafia,Amavo,453118,Umudaba,,5.410872,7.598562
Nigeria,Abia,Ohafia,Amavo,453118,Umuekpe,,5.410872,7.598562
Nigeria,Abia,Ohafia,Amavo,453118,Umuekpe,,5.410872,7.598562
Nigeria,Abia,Ohafia,Amavo,453118,Umunankwoala,,5.410872,7.598562
Nigeria,Abia,Ohafia,Amavo,453118,Umunankwoala,,5.410872,7.598562
Nigeria,Abia,Ohafia,Amavo,453118,Umuokoroche,,5.410872,7.598562
Nigeria,Abia,Ohafia,Amavo,453118,Umuokoroche,,5.410872,7.598562
Nigeria,Abia,Ohafia,Amavo,453118,Umuoriaku,,5.410872,7.598562
Nigeria,Abia,Ohafia,Amavo,453118,Umuoriaku,,5.410872,7.598562
Nigeria,Abia,Ohafia,Amavo,453118,Umuorika,,5.410872,7.598562
Nigeria,Abia,Ohafia,Amavo,453118,Umuorika,,5.410872,7.598562
Nigeria,Abia,Ohafia,Amavo,453118,Umuoyonta,,5.410872,7.598562
Nigeria,Abia,Ohafia,Amavo,453118,Umuoyonta,,5.410872,7.598562
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Afikpo Road,,6.138580,8.004600
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Amaeke,,6.138580,8.004600
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Amaeze,,6.138580,8.004600
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Amagu,,6.217460,8.077750
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Amaokwe,,6.138580,8.004600
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Amaonye,,6.138580,8.004600
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Amata,,6.295760,8.309700
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Eziato,,6.138580,8.004600
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Ihiali,,6.138580,8.004600
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Ihie I,,6.138580,8.004600
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Ihietutu,,6.138580,8.004600
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Nguogwo,,6.138580,8.004600
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Nzerem,,5.902520,7.626350
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Obinagu,,6.138580,8.004600
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Ogwor,,6.138580,8.004600
Nigeria,Ebonyi,Ohaozara,Ishiagu,491105,Okue,,6.138580,8.004600
Nigeria,Imo,Ihitte-Uboma,Amainyi,472121,Amokwe/Amorji,,5.586133,7.309577
Nigeria,Imo,Ihitte-Uboma,Amainyi,472121,Omulo,,5.586133,7.309577
Nigeria,Imo,Ihitte-Uboma,Amainyi,472121,Opara Amainyi,,5.586133,7.309577
Nigeria,Imo,Ihitte-Uboma,Amainyi,472121,Umuebeta,,5.586133,7.309577
Nigeria,Imo,Ihitte-Uboma,Amainyi,472121,Umunahihie,,5.586133,7.309577
Nigeria,Imo,Ihitte-Uboma,Amainyi,472121,Umuode,,5.586133,7.309577
Nigeria,Anambra,Ogbaru,Ochuche,431103,Umuisama,,5.917966,6.706438
Nigeria,Anambra,Ogbaru,Ochuche,431103,Umukoligbo,,5.917966,6.706438
Nigeria,Anambra,Ogbaru,Ochuche,431103,Umuolokwu,,5.917966,6.706438
Nigeria,Sokoto,Wamako,Gumbi,840103,Gumbi,,13.008120,5.147180
Nigeria,Sokoto,Wamako,Gumbi,840103,Kalambaina,,13.008120,5.147180
Nigeria,Sokoto,Wamako,Gumbi,840103,Kasarawa,,13.008120,5.147180
Nigeria,Sokoto,Wamako,Gumbi,840103,Wajake,,13.008120,5.147180
Nigeria,Enugu,Ezeagu,Agba-Umana,401127,Agba,,6.353300,7.171800
Nigeria,Enugu,Ezeagu,Agba-Umana,401127,Isiugwu,,6.353300,7.171800
Nigeria,Enugu,Ezeagu,Agba-Umana,401127,Ndiagu,,6.353300,7.171800
Nigeria,Anambra,Aguata,Umuchu,422123,Achara,,5.930610,7.127880
Nigeria,Anambra,Aguata,Umuchu,422123,Akukwa,,5.930610,7.127880
Nigeria,Anambra,Aguata,Umuchu,422123,Ameihe,,5.930610,7.127880
Nigeria,Anambra,Aguata,Umuchu,422123,Ibughuba,,5.930610,7.127880
Nigeria,Anambra,Aguata,Umuchu,422123,Ogwugwu,,5.930610,7.127880
Nigeria,Anambra,Aguata,Umuchu,422123,Osote,,5.930610,7.127880
Nigeria,Anambra,Aguata,Umuchu,422123,Ugwuakwu,,5.930610,7.127880
Nigeria,Anambra,Aguata,Umuchu,422123,Umugana,,5.930610,7.127880
Nigeria,Kwara,Edu,Tsaragi,243103,Ankoro,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Ankoro Hausawa,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Baata Village,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Bacita,,9.083330,4.950000
Nigeria,Kwara,Edu,Tsaragi,243103,Badzufu Patike,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Belle,,9.166670,4.950000
Nigeria,Kwara,Edu,Tsaragi,243103,Beribe,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Bokuwgi 11,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Boribe,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Dada A,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Dada B,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Dudugi Late,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Dugbangi,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Edogi Tswachi,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Emidebiwa,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Emigbaziti,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Emiwaroji,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Emiworogi,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Emoworogi,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Erugi,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Esanshi,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Eyeforogi,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Fadundangi,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Fawagun,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Fawjewa Bokungi,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Galofa,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Gandaji,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Gbabata,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Gbadagun,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Gbaduna,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Gbagunta,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Gbere,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Gbodeyeluwa,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Gbpde Yaluwa,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Gidan Malfan,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Ginda,,8.900000,5.050000
Nigeria,Kwara,Edu,Tsaragi,243103,Gondagi,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Gulufa Isowa Audu,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Gungbawaba,,8.978571,5.071430
Nigeria,Kwara,Edu,Tsaragi,243103,Gunugi,,8.978571,5.071430
